,r_points,r_text,place,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,scores,compound,score
1124,40,"Very convenient location in the heart of Nicosia- right by the bus station, easy to walk to museums and other main sights, very close to lots of wonderful restaurants and cafes! Only draw back to the location is that the room was quite noisy both at night and in the morning- don't expect a peaceful sleep. Simple, clean room and friendly staff always at the desk! As students, we choose this place for the reasonable price- 60 euro a night for the triple room.",Delphi Hotel,,,,,"{'neg': 0.049, 'neu': 0.811, 'pos': 0.14, 'compound': 0.8578}",0.8578,pos
1125,40,"Reasonably cheap by Nicosia standards. Next to the bus station, that also means pollution and noise. No breakfast at all. No Englısh channels on the TV. But pleasant room. Friendly staff. Cheap restaurant just 20 meters on the right.",Delphi Hotel,,,,,"{'neg': 0.096, 'neu': 0.763, 'pos': 0.142, 'compound': 0.4767}",0.4767,pos
1126,40,"Since my flight was coming in late in the day and I had to make my way from LCA to Nicosia and was planning to move on to Girne in Northern Turkey the next day, I was looking for a place to sleep, really. Delphi turned out to be perfect. It's central, right next to the main bus stop, a few steps from the main drag and key places of interest, a few minutes to the nearest border crossing. I had a very small, quiet room with a tiny bathroom and stable internet. The hotel was neat and the room very clean. George and Fifi were friendly, forthcoming hosts who were flexible about my time of departure the next day. So for 30 Euro I'd say this was a sweet deal.",Delphi Hotel,,,,,"{'neg': 0.029, 'neu': 0.805, 'pos': 0.165, 'compound': 0.9577}",0.9577,pos
1127,40,"Small room but clean.Cost effective but more expensive than hotels in other parts of Cyprus with bigger rooms.Hotel is just opposite the bus stop. So you don’t have to lug your luggage around.Near the shops, the museums, the old city walls, the green line; which makes sightseeing easy.Very small bathroom but clean. If they can figure out a way to keep the waste paper bin inside (maybe a shelf), you wouldn’t need to shift it from the room to the bathroom every night.While I was there, the staff was quite helpful. However, do keep in mind that if you are booking a room and you need a confirmation for your visa (like I did), you would need to book directly through the hotel’s website and not through booking.com. I had to cancel my booking through booking.com and book through the hotel website in order to get the hotel confirmation. Other than that, they were very co-operative.Unless you’re a family, it may be cheaper to take the airport shuttle into the city and then a cab to the hotel.",Delphi Hotel,,,,,"{'neg': 0.049, 'neu': 0.887, 'pos': 0.064, 'compound': 0.5913}",0.5913,pos
1128,50,"The hotel is very close to the city center and directly at the main bus station, where you arrive from other cities.The stuff was very nice and the rooms were clean. They also helped us and gave us additional beds in our rooms, because we were spontaneously a bit more people than planned.The onliest thing I did not like, was that the door to the bathroom, inside of the room was quite transparent, so you could watch your roommate sitting on the toilette...But all in all it was very nice.",Delphi Hotel,,,,,"{'neg': 0.022, 'neu': 0.884, 'pos': 0.094, 'compound': 0.7767}",0.7767,pos
1129,30,"The location is good and this is the second cheapest hotel around this area.So I stayed here several times. I found one hotel cheaper but it was terrible so I think this hotel is a good choice if you dont want spent more money.Small room. and each time I visit they try to make more money knowing I am regular.Very old small room, but clean= caz phillipino mades here are nice and hard working= please tip them if you have chance to visit here.",Delphi Hotel,,,,,"{'neg': 0.077, 'neu': 0.761, 'pos': 0.162, 'compound': 0.8346}",0.8346,pos
1130,40,"A nice budget hotel indeed. My room was very, very small but it was en suite with balcony. And the wireless internet worked fine and was fast, something you don't usually expect with Mediterranean budget hotels.The owners and staff are extremely friendly, housekeeping effective and the Delphi has a 24-hour front desk. So why not full five stars?Well, there's a massive building site literally just yards from the hotel. Work starts soon after 6 am so don't expect so sleep later without good earplugs at least. This is not the hotel's fault of course, but at the moment it does seriously affect sleep quality. However, if you don't mind using plugs then it's OK. The only trouble then is to hear your wake up call.The Delphi is at the very center of Nicosia so everything you might need can be found within short walking distance. There's a 24/7 minimarket 50 yards away and for example a lovely sandwich bar open til very late. The sandwich place is run by a Finn (!), ask the locals for Matti and they'll tell you how to find it.The nearest border crossing to Turkish Nicosia is only a five minutes walk away and another one less than a mile away. Crossing the border is a formality at least to EU citizens unless there have been some troubles which are rare. I happened to be in Nicosia during the North Cyprus independence day so there was some hard core political action on the streets. Should you be a bit of an adventure traveler and follow or even join this kind of activity beware that the police can come hard on sectarian marchers and a panic might follow.",Delphi Hotel,,,,,"{'neg': 0.067, 'neu': 0.83, 'pos': 0.103, 'compound': 0.9194}",0.9194,pos
1131,30,People were working in the neutral zone. Lots of rubish but friendly policemen. I hope north Cyprus stays out of EU!,Ledras,Review 50 Similarity,0.0,Review 659 Similarity,1.0,"{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.857}",0.857,pos
1133,50,"Some of the reviews of Ledra Street Crossing Point on here are ridiculous and are more political statements than information for travellers. We travelled to Nicosia and were keen to experience the North of the city. Crossing from South to North was straightforward - two posts, one to leave the south, the other to enter the north. Coming back was slower coming into the south, so you might have a short queue. Each time, the border staff were friendly, and it was worth seeing the different culture in the north. Worth also mentioning most places sell in Euros if that's all you're carrying, and there are plenty of shops and things to see.",Ledras,Review 492 Similarity,0.49629166700000005,Review 23 Similarity,0.508000508,"{'neg': 0.031, 'neu': 0.888, 'pos': 0.08, 'compound': 0.7003}",0.7003,pos
1134,50,"When you visit here please remember that it is not a tourist attraction but the physical reality of a city that has been permanently divided since 1963.It is sadly one of the few places in the city that you can cross from the south to the occupied north and having taken the opportunity to, it is something that our family will never forget.It is actually surprisingly easy to do though you will obviously need your passport or ID card to do so. You walk through control on the south side and though we queued for a short while we were told this was unusual. There is then a walk of about 50m through the UN controlled buffer zone and no man's land to the northern control. The DMZ is fascinating in part for the shortness of the distance, but also for the flash back into history that it offers you. No photography signs abound in this area.A short queue enables you to pass into the North. Passports are scanned, but not stamped and you are granted a 90 day visa for access though most do as we did and walk around the northern area for an hour or so before returning.The North is a sharp contrast to the modern South. A bazaar replaces the modern shops/restaurants and cafes a few hundred metres away. There is no need to obtain Turkish Lira as all the places that we visited accepted Euros.",Ledras,Review 686 Similarity,0.367883604,Review 258 Similarity,0.5,"{'neg': 0.054, 'neu': 0.86, 'pos': 0.086, 'compound': 0.8426}",0.8426,pos
1135,40,"This marks the entrance to North Cyprus, aka the Turkish part of the island. Crossing over is straightforward as you need to just show them your passport, and that's it. However, the area is one relatively small street that takes you past a lot of unremarkable shops and restaurants. At most, you'll likely spend 30 minutes here to say you've traveled to an unrecognized territory.",Ledras,Review 81 Similarity,0.472455591,Review 53 Similarity,0.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1136,50,A nice and quiet place to visit with the history of Cyprus to stay there and you can see Nicosia through the history not only from the buildings but and from the whole street and generally the whole area smells tradition and back to the past. Is the point you can see the old side of Cyprus with the new one more Europe.,Ledras,Review 380 Similarity,0.37796447299999997,Review 234 Similarity,0.5,"{'neg': 0.0, 'neu': 0.97, 'pos': 0.03, 'compound': 0.2263}",0.2263,pos
1137,10,"As a long ter Foreign resident of Nicosia think I am pretty well qualified to comment upon this but what used to be a major attraction and the opportunity to climb a quaint UN border Post and see a small section of the buffer zone separating the two sides of Cyprus has now been replaced by Plastic Fencing ,,,,Cyprus Tourism Office should be ashamed for what has been allowed to happen here.I had ( past tense ) previously taken literally 100's of Family , Friends and Business acquaintances to the border crossing which superbly highlighted to a visitor the reality of the division of Cyprus and all bar none were amazed. I will not bother any more!Last straw was to see this week 120-20 squatters sleeeping in bags at the crossing "" supposedly "" demonstrating the division.After making some brief conversation most were unfamiliar with any of Cyprus's History and just nomadic squatters / backpackers.If you do go there ( Particularly British Tourists ) about 100 metres before the Ledra Street border is the excellent Ledra Cafe or Kathedon Restaurants for local cusine.",Ledras,Review 935 Similarity,0.346843988,Review 298 Similarity,0.5,"{'neg': 0.056, 'neu': 0.823, 'pos': 0.122, 'compound': 0.9136}",0.9136,pos
1138,40,"You can cross from north to south Cyprus here on foot. There are two checkpoints, one police, one border control. You need your passport to cross (but you don't get a stamp)",Ledras,Review 195 Similarity,0.283473355,Review 389 Similarity,0.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1139,40,Here you can cross on feet from the Greek part of the island to the northern part of Cyprus (Turkish Cyprus). You only have to show an ID card or a passport. Coming back there is strict control by the customs,Ledras,Review 419 Similarity,0.283473355,Review 393 Similarity,0.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1140,40,"Great place to go to Northern Cyprus or vice versa! Actually you only show the pass in front and on the other side again and you are in a different country. Above all, I was very surprised that there is a completely different flair on the ""Turkish"" side. Make absolutely.",Ledras,Review 2 Similarity,0.188982237,Review 535 Similarity,0.5,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.7639}",0.7639,pos
1141,30,"All a bit tatty. I'm afraid its all a question of 'So What!' Access to N Cyprus is simple, but take your passport.",Ledras,Review 222 Similarity,0.188982237,Review 551 Similarity,0.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1142,50,These days it is a straightforward process of passport examination and scanning and is accepted by both parties. No longer are passports stamped causing any problems entering other countries any more. However it is reported in the press that there still can be problems if using ports and airports in the south for holidays in the north. There still remains the moral issue of whether you should be seen to be condoning the actions of the Turks. Once across have a look at the information kiosk on the left hand side and pick up the relevant maps which are not obtainable in the south and follow the blue line as much as it still exists !,Ledras,Review 234 Similarity,0.188982237,Review 554 Similarity,0.5,"{'neg': 0.061, 'neu': 0.851, 'pos': 0.087, 'compound': 0.5093}",0.5093,pos
