,r_points,r_text,place,Unnamed: 3,Unnamed: 4,scores,compound,score
254,40,"Romantic twist with a touch of artIf you understand the concept of Bistros/Brassieres restaurants, Au bon Plaisir is the perfect example. We’ve been there during an exhibition even for George Lanitis. We had snails in garlic butter which was presented with authentic manners, my burgundy beef took me back in time when I went on a tour to France during the late 90s. The beef was very soft and flaky, fused by the lovely Burgundy wine. While my fiancée had the duck comfit, and it was another level of excellence.During the meal, I had my eyes on the next table having frogs legs, which I will definitely go for it the next time.In general we had a great time and wonderful service, I would strongly recommend it.If you understand the concept of Bistros/Brassieres restaurants, Au bon Plaisir is the perfect example. We’ve been there during an exhibition even for George Lanitis. We had snails in garlic butter which was presented with authentic manners, my burgundy beef took me back in time when I went on a tour to France during the late 90s. The beef was very soft and flaky, fused by the lovely Burgundy wine. While my fiancée had the duck comfit, and it was another level of excellence.During the meal, I had my eyes on the next table having frogs legs, which I will definitely go for it the next time.In general we had a great time and wonderful service, I would strongly recommend it.",Brasserie Au Bon Plaisir,Review 193 Similarity,0.04637389,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.9931}",0.9931,pos
255,50,"Happy to say that this is still my #1 best restaurant in Cyprus.If you love good steak, either fly to South Africa, or go to Brasserie Au Bon Plaisir here in Nicosia.In my last visit, I tried things other than steak, and to my amazement, they were also the best I've ever had. Their salmon dish was to die for.",Brasserie Au Bon Plaisir,Review 89 Similarity,0.044901326,"{'neg': 0.05, 'neu': 0.662, 'pos': 0.289, 'compound': 0.9628}",0.9628,pos
256,50,Best steak in Nicosia love it! I went with my husband and enjoyed the atmosphere and also the friendly stuff Alexandra! We will go again for sure!,Brasserie Au Bon Plaisir,Review 28 Similarity,0.0,"{'neg': 0.0, 'neu': 0.537, 'pos': 0.463, 'compound': 0.9588}",0.9588,pos
257,50,"First time here, to celebrate our anniversary and it felt as if we were dining in a brasserie somewhere in France. Les escargots de bourgogne were appetizing, as well as the homemade garlic butter and the fresh baguette. The steak and the duck were delicious and cooked to perfection. Les profiteroles could be more more fresh, but that is a minor issue. Service was impeccable. We'll be back!",Brasserie Au Bon Plaisir,Review 37 Similarity,0.0,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.857}",0.857,pos
258,50,love it... nothing else to be said. best mussels in town. great specials too. from the start with a kir royale to the end with a crepe suzette it is pure gastronomic bliss,Brasserie Au Bon Plaisir,Review 39 Similarity,0.0,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.9531}",0.9531,pos
259,50,"Authentic cuisine, quality ingredients, excellent service and every time to the same high standards!!! Bravo!!!",Brasserie Au Bon Plaisir,Review 42 Similarity,0.0,"{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0.7067}",0.7067,pos
260,50,Fantastic steak & foie gras. Truly delicious - excellent service too! We will definitely be coming back!,Brasserie Au Bon Plaisir,Review 56 Similarity,0.0,"{'neg': 0.0, 'neu': 0.368, 'pos': 0.632, 'compound': 0.953}",0.953,pos
261,50,Perfect steak mussels and foua grass don't forget 2 eat :))))))) if have mood for desert trie profiteroles . Love the music and the hospitality of the owners,Brasserie Au Bon Plaisir,Review 58 Similarity,0.0,"{'neg': 0.0, 'neu': 0.665, 'pos': 0.335, 'compound': 0.8769}",0.8769,pos
262,40,"Had the mussels and wild pig. Mussels were excellent, wild pig was good. Personal service by the owners, good and friendly. Looking forward to coming back again.",Brasserie Au Bon Plaisir,Review 75 Similarity,0.0,"{'neg': 0.0, 'neu': 0.644, 'pos': 0.356, 'compound': 0.9136}",0.9136,pos
263,50,"Now that they moved it is much much better as it is bigger and there are those special private corners where a group can enjoy their evening privately. The only handicap are the chairs which are not very practical when you want to move it closer to the table !!!!So here we can have a good meal, good drinks and a wonderful time ! with the same excellent service from everyone working there.Keep it up Gatienne ! and the Brasserie's team.",Brasserie Au Bon Plaisir,Review 116 Similarity,0.0,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.9734}",0.9734,pos
264,30,"We had a decent dinner starting with the Quiche Lorraine which was tasty but slightly odd as it had Roquefort in it. The pork filet mignon was good but slightly over seasoned. Beware though if you order the crab as it is not dressed and unless you know how to dismantle a crab you may feel a big disgruntled. It is also quite expensive (at 20 euro) for what is basically just a boiled crab with a few lettuce leaves. On the plus side, the Loire Sauvignon was good and good value, the owner was very friendly, and we were offered a complimentary dessert.One thing to note is that the location shown on Trip Advisor is wrong, although the address is correct.",Brasserie Au Bon Plaisir,Review 134 Similarity,0.0,"{'neg': 0.048, 'neu': 0.783, 'pos': 0.169, 'compound': 0.9557}",0.9557,pos
265,50,"have been a huge fan of their steaks for ages! Seriously the best one sin Nicosia, a favorite of my family and friends too! Always the best choice for a celebratory meal!",Brasserie Au Bon Plaisir,Review 136 Similarity,0.0,"{'neg': 0.115, 'neu': 0.454, 'pos': 0.432, 'compound': 0.9401}",0.9401,pos
266,50,"It was my first time, I will be back for sure!! Amazing steaks! The best creme brûlée and cheesecake in the town. Very good atmosphere. Friendly personnel and excellent service!!",Brasserie Au Bon Plaisir,Review 182 Similarity,0.0,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.9713}",0.9713,pos
267,50,I just keep coming back! Amazing steaks and mussels! Relaxing atmosphere! Keep coming back for more!,Brasserie Au Bon Plaisir,Review 183 Similarity,0.0,"{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.8469}",0.8469,pos
268,50,"Dear friends, Back again after a short while this time. Still out of this world. There steak was delightful, along with the rest. Will most definitely return. Thanks Costas.",Vino Cultura,Review 1 Similarity,0.0,"{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.9399}",0.9399,pos
269,50,Visited when they had a wine tasting event with Greek wines followed by a dinner for which booking was required and I was thrilled. The wine tasting event was wonderfully organized and everyone was kind and willing to help. Also wines could be found at very good prices during the event. The dinner was just superb and only for 30 euro per person. Lived everything in the set menu but the ravioli and the bon-filet were simply amazing!,Vino Cultura,Review 8 Similarity,1.0,"{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.9484}",0.9484,pos
270,50,Very nice place for wine and quite dinner with friends or business associates. The staff is quite helpful. The shop has a great variety of wines,Vino Cultura,Review 96 Similarity,0.503952631,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.928}",0.928,pos
271,40,The wine-bar is always very busy and crowded and the table arrangement is not ideal. The food is good. The wine list is very long. The service is so-so. Prices are from medium to high.,Vino Cultura,Review 32 Similarity,0.502518908,"{'neg': 0.072, 'neu': 0.853, 'pos': 0.075, 'compound': 0.032}",0.032,pos
272,30,"Quite a nice, elegant place for a glass of wine and something on the side. I expected a bit more in terms of the food, since the taste and the freshness was not corresponding to the price. For wine and cold plates, it is a very good place. For an exceptional dinner it needs a few more touches",Vino Cultura,Review 127 Similarity,0.502518908,"{'neg': 0.0, 'neu': 0.835, 'pos': 0.165, 'compound': 0.8646}",0.8646,pos
273,40,"If you like drinking wine with a good company then this is the place you should go with your friends. Cozy atmosphere, low lighting with a great selection of wines are the factors that make this place a must.",Vino Cultura,Review 207 Similarity,0.502518908,"{'neg': 0.046, 'neu': 0.678, 'pos': 0.276, 'compound': 0.8885}",0.8885,pos
274,50,"After a long time, we decided to share a bottle of wine on an outing instead of home. We chose Vino Cultura for our visit. We ordered a bottle of wine and 2-3 tapas to share. Unfortunately one of the tapas was not served hot and therefore we complaint to the waiter. Immediately the waiter escalated this to the manager that insisted of serving something else. He did not give any excuses or justifications but he gave attention to customer care. In addition, they served us two more glasses of wine, and therefore made our evening even better.I don't remember ever a cypriot bar/restaurant manager that took so much attention to rectifying a situation than to make excuses for it.Very professional, excellent approach! We will definitely revisit.",Vino Cultura,Review 177 Similarity,0.5,"{'neg': 0.025, 'neu': 0.854, 'pos': 0.122, 'compound': 0.9336}",0.9336,pos
275,50,"Very busy place so book way ahead in advance Good selection of wines ,the stuff are quite professional, fast in serving and well informed of menu",Vino Cultura,Review 194 Similarity,0.5,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.6124}",0.6124,pos
276,50,This is a consistently great place with an extensive wine list and a very well chosen (and seasonally changing) tapas menu.The owners are always on site and they have built up a loyal clientele based on excellent service and friendly staff.The décor is very tasteful and part of the establishment is a wine cellar where tastings are frequently organisedThey have live jazz some nights but the piped music is also very tasteful and loungy.This is a very good for anyone who enjoys great wine in a casual but smart environment.,Vino Cultura,Review 110 Similarity,0.49746833799999995,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.9832}",0.9832,pos
277,40,Very good choices of wine and nice finger food.Just be aware that if you are looking for a place to have a “normal” dinner (I mean in quantity and choice) this is not the place. You go here for enjoying good wine accompanied with good choice of finger/tapas food.,Vino Cultura,Review 16 Similarity,0.48653363299999997,"{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.9411}",0.9411,pos
278,50,Nice place Good atmosphere Great selection of wines Good food Overall experience must say that it's great but do expect to pay a bit more than the usual wine bar.,Vino Cultura,Review 129 Similarity,0.48507125,"{'neg': 0.045, 'neu': 0.648, 'pos': 0.307, 'compound': 0.8074}",0.8074,pos
279,40,A variety of good wines to choose. Food is nice but a little bit overpriced. Good service. On a Thursday you can also enjoy a live jazz band.,Vino Cultura,Review 85 Similarity,0.471404521,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.8911}",0.8911,pos
280,40,"Great dishes for all tastes. Bit expensive. Great wines! When we went there was a lady singing live jazz accompanied by a piano. Wine, food and music blended perfectly!",Vino Cultura,Review 151 Similarity,0.471404521,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.9323}",0.9323,pos
