,r_points,r_text,place,No of review,cosine sim,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,scores,compound,score
757,40,"We chose the Hilton due to a lack of anything else with more character in the area however, it was a good choice as we left our hire car and bags for 3 days whilst we crossed border into northern Cyprus. It was reassuring to be able to do this and feel assured they would be safe. The staff are very friendly. The only downside was that the pool area seemed occupied by locals to our exclusion as it was a public holiday.",Hilton Nicosia,,,Review 473 Similarity,0.35634832299999997,Review 261 Similarity,0.0,"{'neg': 0.069, 'neu': 0.747, 'pos': 0.184, 'compound': 0.8932}",0.8932,pos
758,40,"I stayed three days on business and was entirely satisfied. Services were great, hotel restaurant is very good. I got upgraded to a suite. Hotel amenities remember better times, but all was clean and functional. Free internet is a bit slow and I did not try the paid one as it was too expensive.",Hilton Nicosia,,,Review 643 Similarity,0.35634832299999997,Review 265 Similarity,0.0,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.9397}",0.9397,pos
759,40,"A very big hotel. Spacious rooms. Clean and well equipped. Far from the center (15 minutes by taxi). There are only two streets in the center of Nicosia worth visiting. There is nothing to see near the hotel. Good hotel for a conference or business travel, less suitable for those searching a more romantic atmosphere.",Hilton Nicosia,,,Review 306 Similarity,0.34503278,Review 273 Similarity,0.0,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.8908}",0.8908,pos
760,50,"I stayed in the Hilton Park in January while I was on a business trip.The rooms were excellent and very clean. All staff was friendly and always there to help you.Also, the food was very good and worth it.I would definately visit again on an other trip, either a business one or any other kind.",Hilton Nicosia,,,Review 674 Similarity,0.34503278,Review 278 Similarity,0.0,"{'neg': 0.0, 'neu': 0.673, 'pos': 0.327, 'compound': 0.9655}",0.9655,pos
761,50,"Beautiful hotel, wonderful staff, really attentive, great spa & fitness facilities, & great quiet but convenient location in Nicosia. The hotel staff in particular arranged cost effective transfers for me to and from my medical appointments that day helping me to save money and not worry about finding numerous taxis during my short stay.",Hilton Nicosia,,,Review 683 Similarity,0.34503278,Review 280 Similarity,0.0,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.9753}",0.9753,pos
762,50,"Great hotel staff. Always willing to help you out. Nice clean rooms. Excellent food.Reception staff are the best I've come across and I stay in many hotels, always smiling and greeting u warmly.Rooms always clean. Nice big beds. Very comfortable.",Hilton Nicosia,,,Review 688 Similarity,0.34188172899999997,Review 285 Similarity,0.0,"{'neg': 0.0, 'neu': 0.436, 'pos': 0.564, 'compound': 0.9871}",0.9871,pos
763,40,Very friendly and helpful staff.Spacious rooms and rich morning buffet.Rooms should be a little bit more illuminated.A very nice greek restaurant in the hotel.Planty of Café places around and a huge supermarket nearby,Hilton Nicosia,,,Review 160 Similarity,0.338061702,Review 292 Similarity,0.0,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.9414}",0.9414,pos
764,50,The hotel is in a great location; close to everything but also far enough away from the centre of town at the same time. The staff here are some of the most welcoming and helpful to be found anywhere in the hotel industry; a wonderful example of Cypriot hospitality. I would definitely stay here again.,Hilton Nicosia,,,Review 471 Similarity,0.338061702,Review 294 Similarity,0.0,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.9663}",0.9663,pos
765,50,"One of the best, if not the best hotel in Nicosia.Very organized, helpful staff and very clean rooms.Excellent and very tasty food.Great location, not very far from the center of the town.Will be definately paying a visit again.",Hilton Nicosia,,,Review 678 Similarity,0.338061702,Review 297 Similarity,0.0,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.9348}",0.9348,pos
766,50,"Spent five nights at the Hilton Park Nicosia and as I experienced before, they never disappoint. From the minute you land in the lobby you find warm smiles and friendly staff ready and willing to help in every way. Check in is quick and easy. The facilities are beautifully appointed, very clean and well maintained. The pool is beautiful and HUGE! Every staff person has a positive and servant attitude and greets you with eye contact and joy. The restaurant's food is wonderful with a varied menu and large portions. The wait staff in the restaurant is professional, kind and efficient. I can't say enough good about the Hilton Park Nicosia experience. I will definitely stay there again on my next trip.",Hilton Nicosia,,,Review 255 Similarity,0.336010753,Review 299 Similarity,0.0,"{'neg': 0.015, 'neu': 0.616, 'pos': 0.369, 'compound': 0.9943}",0.9943,pos
767,50,"Just back from a second visit to this hotel and was pleased to find the same pleasant staff and a great relaxing atmosphere.Stayed in one of the new refurbished rooms which are really nice and fresh, rooms always cleaned to a high standard.The hotel has a great pool and gym facilities which are ideal for a busy work schedule,Would recommend this hotel for business use as well as leisure",Hilton Nicosia,,,Review 172 Similarity,0.334366928,Review 300 Similarity,0.0,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.9838}",0.9838,pos
768,40,"Stayed here for a business trip in February 2016. I was exhibiting at the Cyprus Expo complex which is only a 4-5 minute drive away. The hotel is very pleasant, I was upgraded to a suite for my HHonors programme Diamond status which was very much appreciated. Staff helpful and happy throughout. Food and bar were typical Hilton fare - nothing special but perfectly reasonable. Executive lounge is disappointing - with all the wonderful foods in Cyprus they've found the most depressing and dried up selection of snacks to offer! Bedroom was spacious, bed very comfortable. Quite a long trek into the old walled city if that's what you're in Nicosia for, you'd need to get a car or taxi if you fancied seeing it, but having said that, it's only a ten minute drive. Recommended for the area. Nice swimming pool, though only open from late spring through to autumn. There's a nice new restaurant opened in the Hilton complex serving traditional Greek food - recommended.",Hilton Nicosia,,,Review 531 Similarity,0.334366928,Review 302 Similarity,0.0,"{'neg': 0.077, 'neu': 0.749, 'pos': 0.174, 'compound': 0.9455}",0.9455,pos
769,50,"I visit Hilton Park""s pool in the summer every weekend. Sorrento pool bar has very nice cocktails and good food. Relaxing atmosphere to visit with friends. Also the re innovated rooms are very nice and offer great deals.",Hilton Nicosia,,,Review 147 Similarity,0.33407655199999997,Review 306 Similarity,0.0,"{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.9611}",0.9611,pos
770,50,"Excellent hotel located just 10 minutes by car from the center. Nice facilities, and pool and impressive conference center! Very friendly!One of the best venues that can combine business and pleasure.",Hilton Nicosia,,,Review 323 Similarity,0.327326835,Review 320 Similarity,0.0,"{'neg': 0.0, 'neu': 0.587, 'pos': 0.413, 'compound': 0.96}",0.96,pos
771,50,"from the minute you walk in, the friendly greeting the well organised reception, clean rooms all presented to a standard, there is nothing to dislike about this hotel, well managed in an easy to find location business like and professional...",Hilton Nicosia,,,Review 680 Similarity,0.327326835,Review 325 Similarity,0.0,"{'neg': 0.0, 'neu': 0.604, 'pos': 0.396, 'compound': 0.9537}",0.9537,pos
772,50,An excellent business hotel in Nicosia ideally situated for easy access to the city centre. The restaurants offer excellent food and the spa area is very good. I recommend this hotel for business travellers and their families,Hilton Nicosia,,,Review 225 Similarity,0.324101862,Review 328 Similarity,0.0,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.9588}",0.9588,pos
774,50,No 1 perfect food excellent services superb people and friendly very professional food more than excellent rooms 5 star decorations swimming pools spa gym 5 star personally highly recommended for weddings party s bessness events also ask for ms lefki Kaourtishi for planning your wedding shes the best,Hilton Nicosia,,,Review 367 Similarity,0.322329186,Review 334 Similarity,0.0,"{'neg': 0.034, 'neu': 0.542, 'pos': 0.424, 'compound': 0.9781}",0.9781,pos
775,50,We had a fantastic stay at this hotel. The staff were all excellent and made every effort to help us during our stay - way over what you would normally expect from a hotel. The breakfasts were exceptional with such a huge choice kg food all freshly prepared .,Hilton Nicosia,,,Review 501 Similarity,0.322329186,Review 339 Similarity,0.0,"{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.9217}",0.9217,pos
776,40,"Great value hotel . With a very friendly staff . Value for money excellent. Apart from very small niggling problems that one can find in almost all the hotels , the warmth this one executed to its clients passes it as a hotel to stay in .I choose this last year and was happy. Came back to it this year again and was well pleased . A home away from home.I would recommend and will stay there again .Don't expect some pompous hotel , but down to earth with genuine friendly people , who are willing to go out of their way to help in your stay .",Hilton Nicosia,,,Review 436 Similarity,0.32071349,Review 343 Similarity,0.0,"{'neg': 0.017, 'neu': 0.736, 'pos': 0.247, 'compound': 0.9705}",0.9705,pos
777,50,"A great hotel, recently renovated, with large spotless rooms. Hotel employees are eager to serve you and meet your needs and are always knowledgeable and very polite. A friendly hotel that is always a great place to stay while in the city. Their food is excellent too!!!",Hilton Nicosia,,,Review 252 Similarity,0.314970394,Review 346 Similarity,0.0,"{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.9626}",0.9626,pos
778,50,"I stayed at Hilton park for 5 nights. Amazing hotel, excellent location. The bed was so comfortable. We really enjoyed the pool and the bar there. Staff was friendly and very accommodating to our needs.",Hilton Nicosia,,,Review 173 Similarity,0.3086067,Review 355 Similarity,0.0,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.9614}",0.9614,pos
779,50,"Hilton Park is for me the best hotel in Nicosia. Staff is extremely helpful and professional. It has all the amenities you would expect with a large lobby and seating area, great pool, bar and a couple of restaurants that offer Greek and Asian food as well as a bar that serves nice food if you don't fancy a restaurant and only want to grab something quick. Gym is one of the best and used also by local given the selection and size of facility. Rooms are convenient and spacious. All in all a great choice for an affordable price. I look forward to my next stay.",Hilton Nicosia,,,Review 202 Similarity,0.3086067,Review 356 Similarity,0.0,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.9776}",0.9776,pos
780,50,My first trip to Cyprus and I stayed at Hilton Park Nicosia. Absolutely beautiful property & friendly bubbly staff.They do everything to make it right!The food is amazing the pool the rooms - everything. I cannot put a bad word to this hotel and would recommend anybody to come and stay.I will return :),Hilton Nicosia,,,Review 302 Similarity,0.3086067,Review 358 Similarity,0.0,"{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.9643}",0.9643,pos
